title,id,language,ontologyId,address,position,access,distance,categories,foodTypes,references,contacts,openingHours,province
Goldenseal Guest House,here:pds:place:116w67kg-815a27381b2847bea9c05d19d08161f4,en,here:cm:ontology:accommodation,"{'label': 'Goldenseal Guest House, 190501 ស្ទឹងត្រែង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្ទឹងត្រែង', 'city': 'ស្ទឹងត្រែង', 'district': 'ស្ទឹងត្រែង', 'postalCode': '190501'}","{'lat': 13.51739, 'lng': 105.96295}","[{'lat': 13.51711, 'lng': 105.96459}]",128317,"[{'id': '500-5000-0053', 'name': 'Hotel', 'primary': True}, {'id': '500-5100-0000', 'name': 'Lodging'}]",,Not Available,[{'phone': [{'value': '+855979994339'}]}],Not Available,Stung Treng
Sekong Star,here:pds:place:116w67kg-90c4a4f81bec453083519a0460a7103b,en,here:cm:ontology:accommodation,"{'label': 'Sekong Star, 190501 ស្ទឹងត្រែង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្ទឹងត្រែង', 'city': 'ស្ទឹងត្រែង', 'district': 'ស្ទឹងត្រែង', 'postalCode': '190501'}","{'lat': 13.52579, 'lng': 105.96941}","[{'lat': 13.52566, 'lng': 105.9694}]",129438,"[{'id': '500-5000-0053', 'name': 'Hotel', 'primary': True}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '20091036'}]",Not Available,Not Available,Stung Treng
Angkor Meas Hotel,here:pds:place:116w67kg-1fea5bebb7a8435d9fa15f4b397080cf,en,here:cm:ontology:accommodation,"{'label': 'Angkor Meas Hotel, 190501 ស្ទឹងត្រែង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្ទឹងត្រែង', 'city': 'ស្ទឹងត្រែង', 'district': 'ស្ទឹងត្រែង', 'postalCode': '190501'}","{'lat': 13.52668, 'lng': 105.97086}","[{'lat': 13.5267, 'lng': 105.97072}]",129623,"[{'id': '500-5000-0053', 'name': 'Hotel', 'primary': True}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '12677298'}]","[{'phone': [{'value': '+855719599990'}], 'mobile': [{'value': '+855746222666'}], 'www': [{'value': 'https://www.facebook.com/Angkor-meas-Hotel-504833686334796/'}]}]","[{'text': ['Mon-Sun: 00:00 - 24:00'], 'isOpen': True, 'structured': [{'start': 'T000000', 'duration': 'PT24H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Stung Treng
Golden River Hotel,here:pds:place:116aabd1-68737d8a40050a6ec77b22c8ff216546,en,here:cm:ontology:accommodation,"{'label': 'Golden River Hotel, 190501 ស្ទឹងត្រែង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្ទឹងត្រែង', 'city': 'ស្ទឹងត្រែង', 'district': 'ស្ទឹងត្រែង', 'postalCode': '190501'}","{'lat': 13.53129, 'lng': 105.97334}","[{'lat': 13.53142, 'lng': 105.97337}]",130147,"[{'id': '500-5000-0053', 'name': 'Hotel', 'primary': True}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '2290064'}]","[{'phone': [{'value': '+85512980678'}], 'www': [{'value': 'http://www.goldenriverhotel.com'}]}]",Not Available,Stung Treng
ត្រីទន្លេខេត្តស្ទឹងត្រែង,here:pds:place:116d408k-7c55c89b26c0096f1c4c6a1a1112e522,km,here:cm:ontology:aquarium,"{'label': 'ត្រីទន្លេខេត្តស្ទឹងត្រែង, 190501 ស្ទឹងត្រែង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្ទឹងត្រែង', 'city': 'ស្ទឹងត្រែង', 'district': 'ស្ទឹងត្រែង', 'postalCode': '190501'}","{'lat': 13.53092, 'lng': 105.97548}","[{'lat': 13.53105, 'lng': 105.9755}]",212914,"[{'id': '600-6900-0094', 'name': 'Sporting Goods Store', 'primary': True}, {'id': '550-5520-0211', 'name': 'Aquarium'}, {'id': '600-6900-0247', 'name': 'Market'}]",,Not Available,[{'phone': [{'value': '+855979112333'}]}],Not Available,Stung Treng
Sekong Bridge,here:pds:place:116w67kg-9bbf833beae0486dacafa660aea4ff9d,en,here:cm:ontology:beach,"{'label': 'Sekong Bridge, 190502 ស្ទឹងត្រែង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្ទឹងត្រែង', 'city': 'ស្ទឹងត្រែង', 'district': 'ស្រះឫស្សី', 'postalCode': '190502'}","{'lat': 13.53154, 'lng': 105.98515}","[{'lat': 13.53155, 'lng': 105.98514}]",213959,"[{'id': '550-5510-0205', 'name': 'Beach', 'primary': True}]",,Not Available,Not Available,Not Available,Stung Treng
Lucky Star Guesthouse,here:pds:place:116w67kg-3338f83db62149cebaf96c85fba7df24,en,here:cm:ontology:bed_and_breakfast,"{'label': 'Lucky Star Guesthouse, 190501 ស្ទឹងត្រែង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្ទឹងត្រែង', 'city': 'ស្ទឹងត្រែង', 'district': 'ស្ទឹងត្រែង', 'postalCode': '190501'}","{'lat': 13.5265, 'lng': 105.97083}","[{'lat': 13.52652, 'lng': 105.97069}]",172276,"[{'id': '500-5100-0058', 'name': 'Bed and Breakfast', 'primary': True}, {'id': '500-5000-0053', 'name': 'Hotel'}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '10822601'}]",[{'phone': [{'value': '+855968282816'}]}],Not Available,Stung Treng
Guitar Milk,here:pds:place:116w67kg-b1cf77de86864f0096b1207cab74eb46,en,here:cm:ontology:casual_dining,"{'label': 'Guitar Milk, 190501 ស្ទឹងត្រែង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្ទឹងត្រែង', 'city': 'ស្ទឹងត្រែង', 'district': 'ស្ទឹងត្រែង', 'postalCode': '190501'}","{'lat': 13.51999, 'lng': 105.97435}","[{'lat': 13.52, 'lng': 105.9742}]",129475,"[{'id': '100-1000-0001', 'name': 'Casual Dining', 'primary': True}, {'id': '200-2000-0011', 'name': 'Bar or Pub'}]",,Not Available,[{'phone': [{'value': '+855746363800'}]}],Not Available,Stung Treng
Cafe Semo,here:pds:place:116w67kg-7f2c39120d964d50ace743ec35e3dc47,en,here:cm:ontology:casual_dining,"{'label': 'Cafe Semo, 190501 ស្ទឹងត្រែង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្ទឹងត្រែង', 'city': 'ស្ទឹងត្រែង', 'district': 'ស្ទឹងត្រែង', 'postalCode': '190501'}","{'lat': 13.52942, 'lng': 105.98022}","[{'lat': 13.52942, 'lng': 105.98036}]",130613,"[{'id': '100-1000-0001', 'name': 'Casual Dining', 'primary': True}, {'id': '100-1000-0000', 'name': 'Restaurant'}, {'id': '100-1000-0007', 'name': 'Cafeteria'}]",,Not Available,"[{'phone': [{'value': '+855976278477'}], 'www': [{'value': 'https://www.tripadvisor.com/Restaurant_Review-g729353-d15306788-Reviews-Cafe_Semo-Stung_Treng_Stung_Treng_Province.html?m=19905'}]}]",Not Available,Stung Treng
Papa Coffee,here:pds:place:116w67kg-84115faefaea4d2589b05be8db3ce856,en,here:cm:ontology:coffee,"{'label': 'Papa Coffee, 190501 ស្ទឹងត្រែង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្ទឹងត្រែង', 'city': 'ស្ទឹងត្រែង', 'district': 'ស្ទឹងត្រែង', 'postalCode': '190501'}","{'lat': 13.52528, 'lng': 105.977}","[{'lat': 13.52515, 'lng': 105.977}]",138048,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}]",,Not Available,[{'phone': [{'value': '+85512575827'}]}],Not Available,Stung Treng
1979 Coffee,here:pds:place:116w67kg-1ef1a657210d445180d78295f68d385b,en,here:cm:ontology:coffee,"{'label': '1979 Coffee, 190501 ស្ទឹងត្រែង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្ទឹងត្រែង', 'city': 'ស្ទឹងត្រែង', 'district': 'ស្ទឹងត្រែង', 'postalCode': '190501'}","{'lat': 13.52943, 'lng': 105.97089}","[{'lat': 13.52944, 'lng': 105.97089}]",138853,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}, {'id': '100-1000-0000', 'name': 'Restaurant'}, {'id': '100-1100-0331', 'name': 'Tea House'}]","[{'id': '256-000', 'name': 'Cambodian', 'primary': True}]",Not Available,[{'phone': [{'value': '+855884658222'}]}],Not Available,Stung Treng
Savet Guesthouse,here:pds:place:116w67kg-8a06700df4e24bef8aad708b1356edbf,en,here:cm:ontology:guest_house,"{'label': 'Savet Guesthouse, 190501 ស្ទឹងត្រែង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្ទឹងត្រែង', 'city': 'ស្ទឹងត្រែង', 'district': 'ស្ទឹងត្រែង', 'postalCode': '190501'}","{'lat': 13.52909, 'lng': 105.97509}","[{'lat': 13.52922, 'lng': 105.97511}]",138470,"[{'id': '500-5100-0057', 'name': 'Guest House', 'primary': True}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '10782797'}, {'supplier': {'id': 'tripadvisor'}, 'id': '17702083'}]",[{'phone': [{'value': '+85517412512'}]}],Not Available,Stung Treng
Ly Hour Guesthouse,here:pds:place:116w67kg-59705054be0e48ef889446fa24d774dc,en,here:cm:ontology:guest_house,"{'label': 'Ly Hour Guesthouse, 190501 ស្ទឹងត្រែង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្ទឹងត្រែង', 'city': 'ស្ទឹងត្រែង', 'district': 'ស្ទឹងត្រែង', 'postalCode': '190501'}","{'lat': 13.52607, 'lng': 105.96552}","[{'lat': 13.52594, 'lng': 105.96551}]",139088,"[{'id': '500-5100-0057', 'name': 'Guest House', 'primary': True}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '10795131'}]",Not Available,Not Available,Stung Treng
Henq Home Stay,here:pds:place:116w67kg-d6e0139262f749ccb3fb35d0b14a461b,en,here:cm:ontology:guest_house,"{'label': 'Henq Home Stay, 190501 ស្ទឹងត្រែង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្ទឹងត្រែង', 'city': 'ស្ទឹងត្រែង', 'district': 'ស្ទឹងត្រែង', 'postalCode': '190501'}","{'lat': 13.52702, 'lng': 105.96148}","[{'lat': 13.52702, 'lng': 105.96148}]",139500,"[{'id': '500-5100-0057', 'name': 'Guest House', 'primary': True}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '12912780'}]",Not Available,Not Available,Stung Treng
Stung Treng Resort,here:pds:place:116w67m5-a2d61d49ddaf60026c130208ae394932,en,here:cm:ontology:guest_house,"{'label': 'Stung Treng Resort, 190504 ស្ទឹងត្រែង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្ទឹងត្រែង', 'city': 'ស្ទឹងត្រែង', 'district': 'សាមគ្គី', 'postalCode': '190504'}","{'lat': 13.57592, 'lng': 105.99498}","[{'lat': 13.57585, 'lng': 105.9951}]",140047,"[{'id': '500-5100-0057', 'name': 'Guest House', 'primary': True}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '21370369'}]","[{'phone': [{'value': '+85512655333'}], 'www': [{'value': 'https://www.facebook.com/Stung-Treng-Resort-100930878043614/?ref=page_internal'}]}]",Not Available,Stung Treng
Marketing,here:pds:place:116w67rn-9011b34df3194a1eac42f06ea6a939e4,en,here:cm:ontology:history_museum,"{'label': 'Marketing, 190504 ស្ទឹងត្រែង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្ទឹងត្រែង', 'city': 'ស្ទឹងត្រែង', 'district': 'សាមគ្គី', 'postalCode': '190504'}","{'lat': 13.90901, 'lng': 106.10454}","[{'lat': 13.90914, 'lng': 106.10451}]",168743,"[{'id': '300-3100-0028', 'name': 'History Museum', 'primary': True}]",,Not Available,"[{'phone': [{'value': '+855972318234'}], 'www': [{'value': 'http://khmervillage.com'}]}]",Not Available,Stung Treng
Blue River Restaurant,here:pds:place:116w67kg-400325a379051e9514338c095f9359ae,en,here:cm:ontology:restaurant,"{'label': 'Blue River Restaurant, 190501 ស្ទឹងត្រែង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្ទឹងត្រែង', 'city': 'ស្ទឹងត្រែង', 'district': 'ស្ទឹងត្រែង', 'postalCode': '190501'}","{'lat': 13.50686, 'lng': 105.96759}","[{'lat': 13.5068, 'lng': 105.96747}]",93073,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '25306873'}]",Not Available,Not Available,Stung Treng
អាហារដ្ឋាន ទន្លេខៀវ,here:pds:place:116w67kf-5a6fe4ff3a4b40378cee3bebf3e20a00,km,here:cm:ontology:restaurant,"{'label': 'អាហារដ្ឋាន ទន្លេខៀវ, 190503 ស្ទឹងត្រែង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្ទឹងត្រែង', 'city': 'ស្ទឹងត្រែង', 'district': 'ព្រះបាត', 'postalCode': '190503'}","{'lat': 13.50181, 'lng': 105.93504}","[{'lat': 13.50181, 'lng': 105.93518}]",93144,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}]",Not Available,[{'phone': [{'value': '+855886666105'}]}],Not Available,Stung Treng
Prey Thnong Villa Restaurant,here:pds:place:116w67kg-e94524c2e4654f849f140630b0a4c407,en,here:cm:ontology:restaurant,"{'label': 'Prey Thnong Villa Restaurant, 190501 ស្ទឹងត្រែង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្ទឹងត្រែង', 'city': 'ស្ទឹងត្រែង', 'district': 'ស្ទឹងត្រែង', 'postalCode': '190501'}","{'lat': 13.52622, 'lng': 105.97816}","[{'lat': 13.52635, 'lng': 105.97816}]",95029,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}, {'id': '100-1100-0010', 'name': 'Coffee Shop'}, {'id': '200-2000-0368', 'name': 'Cocktail Lounge'}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '15105056'}]","[{'phone': [{'value': '+85512908590'}, {'value': '+855973344876'}]}]","[{'categories': [{'id': '100-1000-0000'}], 'text': ['Mon-Thu, Sat, Sun: 07:00 - 17:00, 18:00 - 22:00', 'Fri: 00:00 - 02:00, 07:00 - 17:00, 18:00 - 22:00'], 'isOpen': True, 'structured': [{'start': 'T070000', 'duration': 'PT10H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}, {'start': 'T180000', 'duration': 'PT04H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}, {'start': 'T000000', 'duration': 'PT02H00M', 'recurrence': 'FREQ:DAILY;BYDAY:FR'}]}]",Stung Treng
កាហ្វេ ចតុមុខ,here:pds:place:116w67kg-3a3492808e3a471db61ce832e973ba32,km,here:cm:ontology:restaurant,"{'label': 'កាហ្វេ ចតុមុខ, 190501 ស្ទឹងត្រែង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្ទឹងត្រែង', 'city': 'ស្ទឹងត្រែង', 'district': 'ស្ទឹងត្រែង', 'postalCode': '190501'}","{'lat': 13.52678, 'lng': 105.97299}","[{'lat': 13.52665, 'lng': 105.97298}]",95172,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]",,Not Available,Not Available,Not Available,Stung Treng
Raksmey Pich Hotel,here:pds:place:116w67kg-66e5416abb1f45bf8a57540c71a71ef2,en,here:cm:ontology:restaurant,"{'label': 'Raksmey Pich Hotel, 190502 ស្ទឹងត្រែង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្ទឹងត្រែង', 'city': 'ស្ទឹងត្រែង', 'district': 'ស្រះឫស្សី', 'postalCode': '190502'}","{'lat': 13.52998, 'lng': 105.99232}","[{'lat': 13.53011, 'lng': 105.99232}]",95237,"[{'id': '500-5100-0000', 'name': 'Lodging', 'primary': True}, {'id': '100-1000-0000', 'name': 'Restaurant'}]",,Not Available,Not Available,Not Available,Stung Treng
Side Walk Cafe St,here:pds:place:116w67kg-6fb95112bc16444a939d3d1a97b3e921,en,here:cm:ontology:restaurant,"{'label': 'Side Walk Cafe St, 190501 ស្ទឹងត្រែង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្ទឹងត្រែង', 'city': 'ស្ទឹងត្រែង', 'district': 'ស្ទឹងត្រែង', 'postalCode': '190501'}","{'lat': 13.52866, 'lng': 105.97247}","[{'lat': 13.52868, 'lng': 105.97233}]",95387,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '800-061', 'name': 'Breakfast', 'primary': True}]",Not Available,Not Available,Not Available,Stung Treng
Sun Tha Restaurant and Guesthouse,here:pds:place:116w67kg-0fb8322a57f8426294dc863eca80f319,en,here:cm:ontology:restaurant,"{'label': 'Sun Tha Restaurant and Guesthouse, 190501 ស្ទឹងត្រែង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្ទឹងត្រែង', 'city': 'ស្ទឹងត្រែង', 'district': 'ស្ទឹងត្រែង', 'postalCode': '190501'}","{'lat': 13.52881, 'lng': 105.97112}","[{'lat': 13.52868, 'lng': 105.9711}]",95426,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '201-000', 'name': 'Chinese'}, {'id': '256-000', 'name': 'Cambodian'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '12581422'}]","[{'phone': [{'value': '+85510946062'}, {'value': '+85511946062'}]}]",Not Available,Stung Treng
The Garden Guesthouse & Restaurant,here:pds:place:116w67kg-71ee33bfb0e8468ba08cb323d3e29f7e,en,here:cm:ontology:restaurant,"{'label': 'The Garden Guesthouse & Restaurant, 190501 ស្ទឹងត្រែង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្ទឹងត្រែង', 'city': 'ស្ទឹងត្រែង', 'district': 'ស្ទឹងត្រែង', 'postalCode': '190501'}","{'lat': 13.52906, 'lng': 105.9635}","[{'lat': 13.52904, 'lng': 105.96364}]",95580,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]",,Not Available,[{'phone': [{'value': '+85598929992'}]}],Not Available,Stung Treng
Ponika's Palace,here:pds:place:116w67kg-3504081f1b10411495fd31e4f287e30c,en,here:cm:ontology:restaurant,"{'label': ""Ponika's Palace, 190501 ស្ទឹងត្រែង, កម្ពុជា"", 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្ទឹងត្រែង', 'city': 'ស្ទឹងត្រែង', 'district': 'ស្ទឹងត្រែង', 'postalCode': '190501'}","{'lat': 13.53069, 'lng': 105.97248}","[{'lat': 13.53067, 'lng': 105.97262}]",95610,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}, {'id': '300-000', 'name': 'European'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '6002402'}]",[{'phone': [{'value': '+85512916441'}]}],Not Available,Stung Treng
ម្លប់ត្រសេក,here:pds:place:116w67ku-25cc10b14c8b4400af2486b689110fd2,km,here:cm:ontology:theatre_music_culture,"{'label': 'ម្លប់ត្រសេក, 190502 ស្ទឹងត្រែង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្ទឹងត្រែង', 'city': 'ស្ទឹងត្រែង', 'district': 'ស្រះឫស្សី', 'postalCode': '190502'}","{'lat': 13.53517, 'lng': 105.99921}","[{'lat': 13.53505, 'lng': 105.99927}]",132638,"[{'id': '200-2000-0014', 'name': 'Karaoke', 'primary': True}, {'id': '100-1000-0000', 'name': 'Restaurant'}]",,Not Available,"[{'phone': [{'value': '+85589582954'}], 'www': [{'value': 'http://www.mluptrasek.com'}]}]",Not Available,Stung Treng
81 Guest House,here:pds:place:116w3gpp-e83da4ba95414c98a1982d03708669db,en,here:cm:ontology:accommodation,"{'label': '81 Guest House, 200701 ស្វាយរៀង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្វាយរៀង', 'city': 'ស្វាយរៀង', 'district': 'ស្វាយរៀង', 'postalCode': '200701'}","{'lat': 11.08024, 'lng': 105.80496}","[{'lat': 11.08013, 'lng': 105.8047}]",52437,"[{'id': '500-5000-0053', 'name': 'Hotel', 'primary': True}]",,Not Available,Not Available,Not Available,Svay Rieng
Riverside Villa Boutique,here:pds:place:116w3gpp-aaf950d400a04d62b009a4d665faea6c,en,here:cm:ontology:accommodation,"{'label': 'Riverside Villa Boutique, 200701 ស្វាយរៀង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្វាយរៀង', 'city': 'ស្វាយរៀង', 'district': 'ស្វាយរៀង', 'postalCode': '200701'}","{'lat': 11.07644, 'lng': 105.80161}","[{'lat': 11.07631, 'lng': 105.80164}]",52461,"[{'id': '500-5000-0053', 'name': 'Hotel', 'primary': True}, {'id': '500-5100-0000', 'name': 'Lodging'}]",,Not Available,[{'phone': [{'value': '+85510840340'}]}],Not Available,Svay Rieng
Lucky Ruby Border Casino,here:pds:place:116w3gq4-b34ac9ddae07448e945b933b3470c875,en,here:cm:ontology:accommodation,"{'label': 'Lucky Ruby Border Casino, 200202 កំពង់រោទិ៍, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្វាយរៀង', 'city': 'កំពង់រោទិ៍', 'district': 'ញរ', 'postalCode': '200202'}","{'lat': 10.91916, 'lng': 105.93929}","[{'lat': 10.91906, 'lng': 105.93938}]",28235,"[{'id': '500-5000-0053', 'name': 'Hotel', 'primary': True}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '8687353'}]","[{'phone': [{'value': '+855979388889'}], 'www': [{'value': 'http://ruby89.com'}]}]",Not Available,Svay Rieng
Gardenhotel,here:pds:place:116w3gqz-07293d53957b46069341783f3052f468,en,here:cm:ontology:accommodation,"{'label': 'Gardenhotel, 200802 បាវិត, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្វាយរៀង', 'city': 'បាវិត', 'district': 'បាវិត', 'postalCode': '200802'}","{'lat': 11.05703, 'lng': 106.10525}","[{'lat': 11.05703, 'lng': 106.10516}]",30444,"[{'id': '500-5000-0053', 'name': 'Hotel', 'primary': True}, {'id': '500-5100-0000', 'name': 'Lodging'}]",,Not Available,[{'phone': [{'value': '+855977013207'}]}],Not Available,Svay Rieng
Bavet Boutique Hotel,here:pds:place:116w3gqy-e0b9d279626895b1c7cfb8a09970cf00,en,here:cm:ontology:accommodation,"{'label': 'Bavet Boutique Hotel, 200802 បាវិត, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្វាយរៀង', 'city': 'បាវិត', 'district': 'បាវិត', 'postalCode': '200802'}","{'lat': 11.06073, 'lng': 106.12369}","[{'lat': 11.06077, 'lng': 106.12382}]",32192,"[{'id': '500-5000-0053', 'name': 'Hotel', 'primary': True}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '23147416'}]","[{'phone': [{'value': '+85515949438'}], 'www': [{'value': 'http://www.facebook.com/bavetboutiquehotel'}]}]",Not Available,Svay Rieng
Lucky89 Casino & Resort,here:pds:place:116w3gmd-32d6acfa88c7461aaada0b4d456db897,en,here:cm:ontology:accommodation,"{'label': 'Lucky89 Casino & Resort, 200210 កំពង់រោទិ៍, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្វាយរៀង', 'city': 'កំពង់រោទិ៍', 'district': 'ថ្មី', 'postalCode': '200210'}","{'lat': 10.84275, 'lng': 105.92997}","[{'lat': 10.84276, 'lng': 105.9301}]",36003,"[{'id': '500-5000-0053', 'name': 'Hotel', 'primary': True}, {'id': '200-2000-0000', 'name': 'Nightlife-Entertainment'}, {'id': '700-7100-0000', 'name': 'Communication/Media'}]",,Not Available,[{'www': [{'value': 'http://www.lucky-89.com'}]}],Not Available,Svay Rieng
Shanghai Resort,here:pds:place:116w3gqp-4984a55a3d424f3dbfd231c686ff7d73,en,here:cm:ontology:accommodation,"{'label': 'Shanghai Resort, 200105 ចន្ទ្រា, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្វាយរៀង', 'city': 'ចន្ទ្រា', 'district': 'សំរោង', 'postalCode': '200105'}","{'lat': 10.92919, 'lng': 106.14084}","[{'lat': 10.92906, 'lng': 106.14087}]",40947,"[{'id': '500-5000-0053', 'name': 'Hotel', 'primary': True}]",,"[{'supplier': {'id': 'tripadvisor'}, 'id': '12386010'}]",Not Available,Not Available,Svay Rieng
"The Voice Swimming Pool, Karaoke Family and, Restaurant",here:pds:place:116w3gpp-b6fa50aed3e24b37a99c8d8facc50e7c,en,here:cm:ontology:casual_dining,"{'label': 'The Voice Swimming Pool, Karaoke Family and, Restaurant, 200702 ស្វាយរៀង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្វាយរៀង', 'city': 'ស្វាយរៀង', 'district': 'ព្រៃឆ្លក', 'postalCode': '200702'}","{'lat': 11.09462, 'lng': 105.79455}","[{'lat': 11.09464, 'lng': 105.79474}]",226823,"[{'id': '100-1000-0001', 'name': 'Casual Dining', 'primary': True}]",,Not Available,Not Available,Not Available,Svay Rieng
My Home BBQ I II & III,here:pds:place:116w3gpp-fde5c3b739a7450aaca44efcc8b308f8,en,here:cm:ontology:casual_dining,"{'label': 'My Home BBQ I II & III, 200701 ស្វាយរៀង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្វាយរៀង', 'city': 'ស្វាយរៀង', 'district': 'ស្វាយរៀង', 'postalCode': '200701'}","{'lat': 11.0831, 'lng': 105.80055}","[{'lat': 11.0831, 'lng': 105.80055}]",227506,"[{'id': '100-1000-0001', 'name': 'Casual Dining', 'primary': True}]","[{'id': '800-078', 'name': 'Grill', 'primary': True}]",Not Available,[{'phone': [{'value': '+85560992999'}]}],Not Available,Svay Rieng
